SeasonType,Season,Team,Score,OpponentScore,TotalScore,Temperature,Humidity,WindSpeed,OverUnder,PointSpread,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,TeamName,Games,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
2,2016,ARI,75,101,176,74,58,5,38.8,-1.9,17,23,10,25,0,34:23,86,30,49,7,281,1449,5.2,8,134,570,4.3,3,141,75,879,4,8,6.2,11.7,53.2,58.20,59,26,44.1,3,2,66.7,10,6,8,5,99,17,147,4,3,6,50,15,13,0,18,789,43.8,11,3,-8,47,27,17,10,0,26:37,50,12,37,1,207,1149,5.6,11,93,345,3.7,3,109,63,804,6,2,7.4,12.8,57.8,91.69,49,15,30.6,2,1,50.0,10,5,4,2,268,26,185,4,1,5,29,18,9,0,22,1087,49.4,3,11,8,60.0,62.5,-3,4,-1,14.0,13.2,4.1,50.0,50.0,3,-4,1,6.7,12.2,4.4,18,15,8,0,40.9,7,7,0,0,0,1,1,8,6,0,11,68,12,222,2,31,23,16,11,0,43.6,11,11,0,0,0,0,0,9,8,0,11,34,10,295,8,236,168,32,5,29,17,2,1,0,0,1,0,0,11,0,26,0,0,0,0,737,210,59,6,50,24,3,3,5,0,2,0,0,15,0,58,0,0,0,0,959,Cardinals,4,147,114,0,0
2,2016,ATL,70,62,132,76,55,4,39.1,-0.6,7,36,20,7,0,30:58,78,24,48,6,253,1464,5.8,7,115,427,3.7,5,134,85,1037,1,3,7.7,12.2,63.4,80.35,51,19,37.3,6,3,50.0,11,5,8,4,150,36,315,7,4,4,30,16,23,0,13,583,44.8,7,3,-4,17,13,17,15,0,30:02,67,22,36,9,223,1054,4.7,8,101,386,3.8,3,115,80,668,5,2,5.8,8.4,69.6,91.50,48,16,33.3,5,3,60.0,8,5,5,4,93,35,330,4,1,7,57,15,18,0,22,1111,50.5,3,7,4,45.5,50.0,1,5,3,22.8,13.1,2.9,62.5,80.0,-1,-5,-3,15.7,10.9,5.7,16,12,3,0,38.2,7,7,0,0,0,0,0,10,7,0,15,127,5,214,2,23,14,13,9,0,44.7,7,6,0,1,1,0,0,5,2,0,7,67,13,260,3,26,165,70,7,57,15,0,1,4,0,0,0,0,25,1,101,0,0,0,0,496,183,62,4,30,16,5,4,0,0,0,0,0,17,0,35,0,0,0,0,984,Falcons,4,138,122,0,0
2,2016,BAL,94,60,154,87,58,8,39.8,1.6,3,61,11,19,0,31:34,86,34,44,8,263,1214,4.6,10,125,451,3.6,5,131,89,763,4,2,5.8,8.6,67.9,86.78,56,24,42.9,3,2,66.7,12,8,8,5,77,28,243,4,3,7,30,25,12,0,15,695,46.3,5,5,0,19,12,9,20,0,29:26,74,22,37,15,245,1093,4.5,4,98,391,4.0,0,135,83,702,4,1,5.2,8.5,61.5,81.77,53,19,35.8,4,3,75.0,14,4,7,3,134,35,341,6,4,12,72,18,9,0,15,668,44.5,5,5,0,66.7,62.5,7,3,5,12.2,17.0,5.1,28.6,42.9,-7,-3,-5,7.2,13.0,8.2,21,16,7,0,42.3,9,9,0,1,1,0,0,8,7,0,5,57,12,254,1,20,17,12,5,0,39.4,1,1,0,2,0,1,1,15,11,0,9,60,14,380,2,74,179,59,12,72,18,7,4,0,1,0,0,0,21,0,29,0,0,0,0,635,176,86,7,30,9,3,3,27,0,0,0,0,26,0,48,0,0,0,0,591,Ravens,4,138,147,0,0
2,2016,BUF,55,71,126,81,62,3,39.3,0.0,12,27,10,6,0,34:36,73,25,39,9,282,1246,4.4,6,118,407,3.4,2,152,80,839,4,3,5.5,10.5,52.6,69.49,63,19,30.2,7,2,28.6,11,5,4,2,115,39,345,5,2,12,64,17,17,1,30,1310,43.7,5,5,0,10,37,7,17,0,26:24,54,13,31,10,226,1135,5.0,9,99,377,3.8,1,123,63,758,8,3,6.2,12.0,51.2,81.96,54,17,31.5,4,1,25.0,6,4,3,2,131,37,304,4,2,4,32,18,27,0,28,1359,48.5,5,5,0,45.5,50.0,-1,-10,-8,17.2,13.4,7.3,66.7,66.7,1,10,8,22.9,11.0,3.1,13,9,7,0,38.7,4,3,0,2,1,0,0,6,4,0,15,120,5,100,3,5,16,12,11,1,41.4,8,8,0,1,0,0,0,5,3,0,15,108,6,87,3,23,152,61,3,22,21,4,2,1,0,0,1,0,36,0,22,0,0,0,0,1162,199,84,9,49,24,2,2,3,0,0,0,0,25,0,25,0,0,0,0,1159,Bills,4,164,127,0,0
2,2016,CAR,80,63,143,83,69,6,39.6,-2.4,23,15,15,27,0,32:20,74,22,49,3,277,1371,4.9,6,113,400,3.5,0,157,87,971,6,3,6.2,11.2,55.4,78.81,64,26,40.6,5,3,60.0,17,5,5,3,175,30,268,2,2,7,47,11,15,0,19,787,41.4,5,8,3,3,27,18,15,0,28:40,63,23,38,2,224,1031,4.6,8,107,355,3.3,3,111,76,676,5,3,6.1,8.9,68.5,88.27,49,18,36.7,3,1,33.3,10,6,5,4,172,20,163,9,5,6,36,23,11,0,20,941,47.0,8,5,-3,29.4,60.0,-12,4,-1,14.0,9.4,4.3,60.0,80.0,12,-4,1,9.7,14.0,5.1,21,14,8,0,34.7,4,3,0,1,1,1,0,14,13,0,12,93,10,212,3,82,15,11,5,0,41.4,4,4,0,4,1,0,0,6,3,0,9,127,11,212,3,45,159,72,6,36,10,7,5,0,0,0,0,0,24,0,48,0,0,0,0,660,159,120,7,47,21,2,2,-2,0,0,0,0,60,0,27,0,0,0,0,828,Panthers,4,164,117,0,0
2,2016,CHI,50,75,125,78,65,9,38.6,2.6,14,9,3,24,0,27:46,61,27,30,4,238,1002,4.2,5,103,383,3.7,3,122,67,619,2,2,5.1,9.2,54.9,67.62,55,17,30.9,9,4,44.4,10,4,5,3,37,23,177,4,1,13,102,25,10,0,22,1049,47.7,3,4,1,14,43,15,3,0,33:14,79,21,51,7,258,1282,5.0,7,95,347,3.7,4,152,101,935,2,3,6.2,9.3,66.4,79.25,56,20,35.7,3,3,100,14,5,6,4,246,32,295,3,1,11,43,26,13,1,21,918,43.7,4,3,-1,40.0,60.0,-1,-3,-2,10.5,15.3,9.6,35.7,66.7,1,3,2,12.6,19.3,6.7,14,12,7,1,36.6,3,1,1,2,2,0,0,6,5,0,9,15,12,246,3,22,19,14,7,0,40.1,5,5,0,1,1,1,0,11,8,1,16,223,7,148,2,23,177,78,11,43,17,2,1,0,0,0,1,0,12,0,26,10,0,0,0,806,166,58,13,102,17,5,1,0,0,0,2,0,37,0,28,0,1,0,0,843,Bears,4,135,163,0,0
2,2016,CIN,77,70,147,78,65,7,39.1,0.1,14,27,10,26,0,31:32,74,27,40,7,250,1203,4.8,10,111,348,3.1,3,132,77,855,5,4,6.5,11.1,58.3,77.68,54,24,44.4,3,1,33.3,10,7,7,5,330,25,182,2,1,7,48,14,15,0,19,792,41.7,5,6,1,3,16,18,33,0,29:28,66,13,47,6,242,1237,5.1,7,101,311,3.1,3,139,92,926,3,4,6.7,10.1,66.2,80.20,57,25,43.9,3,3,100,10,4,5,3,137,31,226,5,2,2,12,22,20,0,20,908,45.4,6,5,-1,70.0,71.4,-8,-5,-5,14.9,9.9,5.0,40.0,60.0,8,5,5,18.0,15.8,1.4,17,15,5,0,34.6,9,8,0,1,0,0,0,5,3,0,11,240,12,308,4,90,16,11,4,0,33.4,4,4,0,1,1,2,2,6,6,0,8,74,12,327,4,63,172,68,2,12,12,4,2,16,0,1,0,1,80,0,36,0,0,0,0,658,168,74,7,48,18,1,1,0,0,1,0,0,20,0,39,0,0,0,0,668,Bengals,4,139,141,0,0
2,2016,CLE,44,92,136,77,71,7,38.3,-1.5,19,16,9,0,0,24:22,51,14,27,10,205,856,4.2,5,76,323,4.2,1,112,64,533,4,2,4.8,8.3,57.1,74.00,48,12,25.0,5,2,40.0,7,2,3,2,107,30,249,4,1,17,95,22,13,1,25,1243,49.7,3,4,1,30,29,13,20,0,36:38,90,32,52,6,292,1497,5.1,9,151,602,4.0,4,134,82,895,4,1,6.7,10.9,61.2,87.75,69,33,47.8,5,4,80.0,13,6,7,4,192,29,253,6,3,7,42,27,15,2,16,739,46.2,4,3,-1,28.6,66.7,-5,-2,-10,8.6,15.6,13.2,46.2,57.1,5,2,10,19.7,20.9,5.0,14,10,3,0,40.2,4,3,0,1,0,0,0,4,3,0,10,107,10,177,1,0,23,21,13,0,38.2,9,7,1,0,0,0,0,10,9,0,12,177,11,237,2,15,226,52,7,42,23,3,3,3,0,0,1,0,37,0,31,0,0,0,0,1006,146,53,17,95,14,1,1,0,0,0,0,1,73,0,34,0,0,0,0,612,Browns,4,129,141,0,0
2,2016,DAL,99,97,196,76,46,5,39.1,3.5,35,36,21,7,0,27:08,72,24,41,7,219,1261,5.8,12,93,467,5.0,3,118,73,794,7,1,6.7,10.9,61.9,97.92,41,11,26.8,5,1,20.0,10,8,4,3,173,37,324,3,2,8,38,13,20,0,18,782,43.4,3,5,2,7,38,31,21,0,33:52,87,25,50,12,263,1432,5.4,13,125,549,4.4,3,132,86,883,9,3,6.7,10.3,65.2,97.51,55,25,45.5,8,3,37.5,17,11,6,4,84,30,251,3,2,6,36,24,14,0,17,762,44.8,5,3,-2,80.0,75.0,-11,6,-2,16.0,9.4,6.3,64.7,66.7,11,-6,2,15.1,19.0,4.3,19,19,9,0,38.2,12,12,0,0,0,0,0,6,5,0,10,95,9,255,3,78,19,18,10,0,36.9,13,13,0,0,0,0,0,2,2,0,9,75,10,260,1,9,164,108,6,36,17,2,2,25,0,1,0,0,27,1,101,3,0,0,0,687,136,94,8,38,10,4,2,0,0,1,0,0,25,0,48,0,0,0,0,627,Cowboys,4,126,138,0,0
2,2016,DEN,80,78,158,77,39,6,38.5,-1.8,24,26,23,7,0,30:52,78,21,49,8,259,1345,5.2,9,108,419,3.9,2,141,87,926,6,5,6.6,10.6,61.7,80.27,52,16,30.8,2,1,50.0,12,6,5,5,92,27,223,4,2,10,36,30,13,1,24,992,41.3,7,5,-2,10,36,3,29,0,30:08,66,23,38,5,252,1220,4.8,8,122,552,4.5,3,115,73,668,3,1,5.8,9.2,63.5,84.26,56,18,32.1,6,2,33.3,10,4,5,3,97,27,247,9,4,15,126,16,20,0,24,1042,43.4,5,7,2,50.0,100,14,-7,5,10.7,23.1,6.6,40.0,60.0,-14,7,-5,18.5,10.6,11.5,18,15,11,0,40.0,9,9,0,0,0,0,0,8,5,1,15,83,13,306,1,9,20,17,7,1,38.3,7,7,0,0,0,1,1,7,7,0,11,13,6,114,5,86,204,33,15,126,18,10,4,0,0,0,1,0,16,0,41,0,1,0,0,961,199,29,10,36,24,2,2,1,0,2,1,0,9,0,23,10,0,0,0,919,Broncos,4,151,130,0,0
2,2016,DET,84,77,161,76,64,2,39.1,0.0,13,29,10,32,0,30:18,71,15,48,8,257,1311,5.1,8,104,413,4.0,2,147,89,898,5,4,6.1,10.1,60.5,77.99,63,28,44.4,3,2,66.7,12,4,5,3,108,35,313,7,1,6,39,17,19,0,17,756,44.5,5,3,-2,10,44,3,20,0,30:42,67,27,32,8,240,1011,4.2,9,107,388,3.6,4,123,74,623,3,1,5.1,8.4,60.2,78.07,54,18,33.3,4,1,25.0,8,5,6,5,235,34,281,4,2,10,55,15,12,0,21,977,46.5,3,5,2,33.3,60.0,2,7,4,17.8,12.8,3.9,62.5,83.3,-2,-7,-4,11.5,9.8,7.5,20,19,15,0,38,6,5,0,1,1,1,1,11,9,0,13,85,16,445,1,23,18,12,2,0,42.5,9,8,0,0,0,0,0,6,5,0,7,90,5,130,4,145,170,61,10,55,14,6,2,37,0,0,0,0,23,1,96,0,0,0,0,646,191,63,6,39,17,5,1,0,0,2,0,0,30,0,36,0,0,0,0,892,Lions,4,153,133,0,0
2,2016,GB,65,50,115,74,67,8,39.8,1.3,17,14,20,14,0,35:13,66,21,41,4,279,1098,3.9,7,146,507,3.5,3,121,71,591,4,1,4.9,8.3,58.7,78.91,72,26,36.1,11,7,63.6,12,7,7,4,186,27,232,6,2,12,90,13,17,2,27,1155,42.8,3,8,5,12,20,6,12,0,25:47,52,18,28,6,212,878,4.1,5,91,378,4.2,3,112,60,500,1,6,4.5,8.3,53.6,45.98,44,12,27.3,1,0,0,7,4,4,4,91,32,283,4,2,9,65,18,20,1,25,1200,48,8,3,-5,58.3,57.1,-5,-3,-3,18.7,10.7,9.0,57.1,100,5,3,3,13.7,13.5,7.4,16,12,7,1,37.9,7,7,0,0,0,0,0,4,4,0,13,131,12,266,6,55,15,9,3,1,42.8,4,3,0,1,0,0,0,5,5,0,12,91,9,156,1,0,162,38,9,65,17,1,2,0,0,0,1,0,42,0,34,0,0,0,0,1024,225,58,12,90,10,2,2,-2,0,0,1,0,24,0,33,-1,1,0,0,1069,Packers,4,133,121,0,0
2,2016,HOU,102,63,165,81,55,7,39.0,0.1,24,41,17,20,0,32:39,72,22,43,7,254,1160,4.6,12,120,343,2.9,2,123,77,817,7,3,6.6,10.6,62.6,90.74,56,21,37.5,8,3,37.5,14,7,7,4,164,23,210,5,2,11,87,22,12,0,21,1014,48.3,5,12,7,24,9,17,13,0,28:21,79,31,40,8,273,1267,4.6,6,113,561,5.0,1,152,77,706,4,7,4.6,9.2,50.7,53.23,60,24,40.0,7,4,57.1,10,3,4,2,119,26,200,7,5,8,58,22,23,0,20,861,43.0,12,5,-7,50.0,57.1,0,-11,-3,10.6,13.8,8.2,30.0,50.0,0,11,3,19.2,16.4,5.0,21,14,5,0,44.6,12,12,0,0,0,0,0,6,6,0,11,48,12,298,7,118,16,12,4,0,40.8,6,6,0,0,0,0,0,7,7,0,12,58,16,301,3,61,194,63,8,58,26,5,5,46,1,2,0,0,17,0,58,0,0,0,0,936,192,91,11,87,23,2,2,9,0,1,0,0,11,0,24,0,0,0,0,815,Texans,4,134,160,0,0
2,2016,IND,73,80,153,78,69,10,39.6,0.5,6,12,16,39,0,30:34,73,11,46,16,239,1325,5.5,8,85,228,2.7,1,149,101,1097,6,2,7.4,10.9,67.8,97.08,53,23,43.4,2,1,50.0,11,4,6,2,96,32,321,4,2,5,29,16,14,0,20,961,48.0,4,4,0,12,28,13,27,0,30:26,77,22,45,10,251,1333,5.3,9,107,453,4.2,1,140,86,880,8,3,6.3,10.2,61.4,89.58,51,18,35.3,2,1,50.0,12,8,5,3,101,31,265,3,1,4,27,23,12,1,21,911,43.4,4,4,0,36.4,33.3,-7,2,-1,13.1,11.1,3.2,66.7,60.0,7,-2,1,14.1,14.9,2.8,19,10,4,1,40.0,5,4,0,3,0,0,0,9,7,0,10,83,10,254,3,13,17,13,7,1,36.6,8,7,0,1,0,0,0,6,5,0,9,100,15,335,2,1,154,103,4,27,14,1,1,0,0,0,1,0,26,0,39,0,1,0,0,801,173,60,5,29,19,4,2,0,0,0,1,0,25,0,35,0,0,0,0,768,Colts,4,154,144,0,0
2,2016,JAX,75,82,157,85,52,8,39.5,0.4,24,13,8,30,0,29:28,61,15,41,5,233,1140,4.9,9,100,418,4.2,2,127,71,722,5,6,5.7,10.2,55.9,65.80,51,15,29.4,3,2,66.7,9,5,5,3,222,45,393,2,2,6,44,21,22,0,25,1155,46.2,8,6,-2,7,55,10,10,0,31:32,76,23,42,11,259,1227,4.7,10,124,386,3.1,5,126,70,841,5,5,6.7,12.0,55.6,72.88,55,17,30.9,2,2,100,16,9,10,7,277,31,261,5,1,9,53,15,18,0,23,1001,43.5,6,8,2,55.6,60.0,6,4,3,17.7,15.6,4.5,56.2,70.0,-6,-4,-3,18.0,11.3,6.7,16,14,10,0,39.0,6,6,0,2,2,1,1,5,3,0,10,72,10,235,5,150,16,12,6,0,38.7,10,10,0,0,0,0,0,9,4,0,12,159,6,252,6,118,187,41,9,53,18,1,1,0,0,2,0,0,20,0,37,0,0,0,0,976,163,46,6,44,25,1,2,20,0,0,0,0,39,0,84,0,0,0,0,889,Jaguars,4,133,135,0,0
2,2016,KC,76,52,128,77,58,9,38.1,-2.9,14,49,10,3,0,34:10,90,31,52,7,278,1421,5.1,7,108,418,3.9,6,163,101,1003,1,4,6.2,9.9,62.0,71.18,59,26,44.1,3,2,66.7,13,6,7,6,148,31,321,6,2,7,47,20,10,0,19,907,47.7,6,4,-2,14,10,3,25,0,26:50,62,19,39,4,235,1017,4.3,6,102,371,3.6,1,123,66,646,5,1,5.3,9.8,53.7,78.84,48,13,27.1,8,3,37.5,7,5,3,2,123,29,211,11,3,10,71,17,12,0,23,1127,49,4,6,2,46.2,85.7,3,-2,3,9.8,15.0,4.1,71.4,66.7,-3,2,-3,11.1,10.0,7.5,19,11,4,1,41.3,7,7,0,0,0,0,0,10,9,0,16,146,7,172,1,2,12,9,5,0,40.0,5,5,0,0,0,1,1,4,3,0,11,105,15,300,4,20,172,40,10,71,11,6,3,0,0,0,0,0,31,0,34,-1,0,0,0,784,216,33,7,47,19,2,2,1,0,0,1,0,42,0,33,0,0,0,0,921,Chiefs,4,170,133,0,0
2,2016,LA,83,88,171,74,45,5,37.8,0.5,24,13,10,36,0,29:15,72,21,42,9,251,1193,4.8,10,105,543,5.2,3,133,79,650,7,3,4.9,8.2,59.4,80.09,50,15,30.0,6,2,33.3,13,9,5,4,107,26,163,7,4,13,95,27,19,0,22,1017,46.2,7,2,-5,21,46,14,7,0,31:45,65,23,38,4,246,1206,4.9,10,108,393,3.6,3,128,79,813,5,1,6.4,10.3,61.7,89.75,55,19,34.5,5,1,20.0,12,5,6,4,68,33,347,4,1,10,61,30,6,0,24,1069,44.5,2,7,5,69.2,80.0,-3,13,-3,17.6,19.6,8.9,41.7,66.7,3,-13,3,5.7,20.5,7.2,18,17,10,0,40.4,9,9,0,0,0,1,1,4,4,0,15,106,14,377,1,3,20,18,6,0,38.5,10,10,0,0,0,0,0,7,6,0,8,49,8,337,3,19,175,37,10,61,10,2,1,1,0,0,0,0,25,0,48,0,0,0,0,888,165,72,13,95,22,3,4,0,0,0,0,0,18,2,106,0,0,0,0,925,Rams,4,146,138,0,0
2,2016,MIA,68,78,146,80,66,8,39.5,-0.3,0,45,16,7,0,31:53,68,21,40,7,250,1134,4.5,8,114,355,3.1,4,127,85,779,4,3,6.1,9.2,66.9,84.07,57,24,42.1,5,2,40.0,13,7,6,5,189,31,255,6,2,9,59,17,16,0,24,1019,42.5,5,9,4,31,30,17,0,0,29:07,71,24,38,9,227,1230,5.4,9,112,487,4.3,7,106,73,743,2,5,7.0,10.2,68.9,75.31,44,10,22.7,5,2,40.0,11,8,9,6,147,29,253,12,4,9,54,17,25,0,19,869,45.7,9,5,-4,53.8,83.3,0,-9,0,14.3,14.8,6.6,72.7,66.7,0,9,0,21.9,12.5,7.8,16,14,10,0,36.3,8,8,0,0,0,0,0,5,4,0,10,111,8,170,5,78,18,15,10,0,37.8,9,9,0,0,0,0,0,5,5,0,15,128,6,148,3,19,180,75,9,54,13,5,4,48,0,0,0,0,28,0,30,0,0,0,0,871,195,79,9,59,17,3,2,30,0,0,0,0,27,0,49,3,0,0,0,718,Dolphins,4,136,115,0,0
2,2016,MIN,85,62,147,77,53,3,37.4,-1.1,6,40,22,17,0,30:42,63,15,43,5,233,1040,4.5,9,113,334,3.0,3,108,67,706,3,1,6.5,10.5,62.0,86.42,55,20,36.4,1,1,100,12,4,8,3,167,23,248,4,2,12,77,28,16,0,26,1178,45.3,3,11,8,7,17,3,35,0,30:18,76,28,39,9,268,1238,4.6,7,109,492,4.5,3,145,76,746,3,7,5.1,9.8,52.4,53.98,63,26,41.3,6,1,16.7,10,4,6,4,181,28,237,6,4,14,129,28,14,0,19,936,49.3,11,3,-8,33.3,37.5,0,2,2,14.7,17.6,10.0,40.0,66.7,0,-2,-2,12.4,23.3,8.8,18,14,4,0,36.9,6,6,0,2,2,1,0,8,7,0,8,68,8,283,7,99,15,12,7,0,42.5,4,4,0,1,0,2,2,6,4,0,16,178,14,360,1,3,171,94,14,129,24,1,4,0,1,1,0,0,18,1,106,0,0,0,0,960,162,79,12,77,10,4,2,5,0,0,0,1,80,0,45,0,0,0,0,808,Vikings,4,120,159,0,0
2,2016,NE,85,78,163,81,64,4,40.5,-1.4,17,32,20,16,0,29:06,76,20,51,5,259,1400,5.4,9,103,417,4.0,3,145,93,983,4,1,6.8,10.6,64.1,90.10,51,13,25.5,5,2,40.0,15,5,5,2,302,30,261,5,3,11,52,23,10,0,23,1021,44.4,4,10,6,19,11,10,38,0,31:54,80,23,48,9,285,1404,4.9,9,113,423,3.7,3,165,88,981,6,7,5.9,11.1,53.3,65.74,61,25,41.0,5,3,60.0,13,7,6,4,149,28,236,7,3,7,51,30,12,0,24,1095,45.6,10,4,-6,33.3,40.0,-7,-2,-4,8.8,13.4,7.1,53.8,66.7,7,2,4,11.7,19.2,4.1,21,18,13,0,37.9,3,3,0,3,1,3,1,10,8,0,12,200,7,140,7,102,16,13,7,0,36.5,2,2,0,4,3,3,2,5,4,0,16,149,8,187,1,0,174,110,7,51,21,6,3,59,3,1,0,0,60,0,25,0,0,0,0,872,166,123,11,52,19,5,3,97,0,0,0,0,48,0,32,0,0,0,0,875,Patriots,4,156,172,0,0
2,2016,NO,59,100,159,87,65,8,40.9,-0.9,14,15,10,20,0,30:01,81,26,44,11,271,1248,4.6,6,108,387,3.6,2,155,95,861,4,6,5.6,9.1,61.3,68.78,56,25,44.6,3,1,33.3,12,5,6,4,132,28,257,10,4,8,74,19,14,0,20,919,46.0,10,3,-7,29,38,10,23,0,30:59,74,23,47,4,255,1366,5.4,10,104,367,3.5,3,141,98,999,4,1,7.1,10.2,69.5,96.03,54,19,35.2,4,1,25.0,10,5,5,4,126,27,257,2,2,10,85,18,11,0,20,870,43.5,3,10,7,41.7,66.7,1,3,2,13.5,12.6,4.9,50.0,80.0,-1,-3,-2,10.2,11.0,6.6,15,10,1,0,42.6,2,2,0,1,0,3,3,6,5,0,12,132,11,238,1,0,23,22,12,0,36.9,8,8,0,0,0,2,1,10,10,0,10,67,14,306,6,59,186,94,10,85,14,2,2,97,0,0,0,0,48,0,31,0,0,0,0,852,186,79,8,74,20,9,4,83,4,1,0,0,16,0,31,0,0,0,0,738,Saints,4,163,151,0,0
2,2016,NYG,48,77,125,80,62,4,39.5,0.4,10,3,14,21,0,26:38,49,16,25,8,226,915,4.0,6,104,427,4.1,1,111,52,488,4,6,4.4,9.4,46.8,48.93,53,13,24.5,2,0,0,7,3,3,1,267,29,198,11,5,11,68,30,27,0,33,1513,45.8,11,9,-2,6,45,6,20,0,34:22,73,19,49,5,290,1326,4.6,9,119,324,2.7,2,158,93,1002,7,5,6.3,10.8,58.9,79.14,69,29,42.0,3,1,33.3,14,7,5,3,283,30,274,9,4,13,66,21,19,0,27,1165,43.1,9,11,2,42.9,33.3,9,8,2,22.7,17.5,9.0,50.0,60.0,-9,-8,-2,18.3,17.2,7.6,12,11,8,1,37.6,6,6,0,0,0,0,0,3,2,0,17,173,9,177,5,94,18,14,9,0,36.7,7,6,0,2,1,0,0,6,5,0,20,253,4,86,6,40,228,100,13,66,26,7,4,20,0,1,0,0,29,0,32,0,0,0,0,1241,179,78,11,68,21,8,5,51,0,0,1,0,52,0,27,0,0,0,0,992,Giants,4,122,171,0,0
