Date	SeasonType	Season	Week	Team	Opponent	HomeOrAway	Score	OpponentScore	TotalScore	Stadium	PlayingSurface	Temperature	Humidity	WindSpeed	OverUnder	PointSpread	ScoreQuarter1	ScoreQuarter2	ScoreQuarter3	ScoreQuarter4	ScoreOvertime	TimeOfPossessionMinutes	TimeOfPossessionSeconds	TimeOfPossession	FirstDowns	FirstDownsByRushing	FirstDownsByPassing	FirstDownsByPenalty	OffensivePlays	OffensiveYards	OffensiveYardsPerPlay	Touchdowns	RushingAttempts	RushingYards	RushingYardsPerAttempt	RushingTouchdowns	PassingAttempts	PassingCompletions	PassingYards	PassingTouchdowns	PassingInterceptions	PassingYardsPerAttempt	PassingYardsPerCompletion	CompletionPercentage	PasserRating	ThirdDownAttempts	ThirdDownConversions	ThirdDownPercentage	FourthDownAttempts	FourthDownConversions	FourthDownPercentage	RedZoneAttempts	RedZoneConversions	GoalToGoAttempts	GoalToGoConversions	ReturnYards	Penalties	PenaltyYards	Fumbles	FumblesLost	TimesSacked	TimesSackedYards	QuarterbackHits	TacklesForLoss	Safeties	Punts	PuntYards	PuntAverage	Giveaways	Takeaways	TurnoverDifferential	OpponentScoreQuarter1	OpponentScoreQuarter2	OpponentScoreQuarter3	OpponentScoreQuarter4	OpponentScoreOvertime	OpponentTimeOfPossessionMinutes	OpponentTimeOfPossessionSeconds	OpponentTimeOfPossession	OpponentFirstDowns	OpponentFirstDownsByRushing	OpponentFirstDownsByPassing	OpponentFirstDownsByPenalty	OpponentOffensivePlays	OpponentOffensiveYards	OpponentOffensiveYardsPerPlay	OpponentTouchdowns	OpponentRushingAttempts	OpponentRushingYards	OpponentRushingYardsPerAttempt	OpponentRushingTouchdowns	OpponentPassingAttempts	OpponentPassingCompletions	OpponentPassingYards	OpponentPassingTouchdowns	OpponentPassingInterceptions	OpponentPassingYardsPerAttempt	OpponentPassingYardsPerCompletion	OpponentCompletionPercentage	OpponentPasserRating	OpponentThirdDownAttempts	OpponentThirdDownConversions	OpponentThirdDownPercentage	OpponentFourthDownAttempts	OpponentFourthDownConversions	OpponentFourthDownPercentage	OpponentRedZoneAttempts	OpponentRedZoneConversions	OpponentGoalToGoAttempts	OpponentGoalToGoConversions	OpponentReturnYards	OpponentPenalties	OpponentPenaltyYards	OpponentFumbles	OpponentFumblesLost	OpponentTimesSacked	OpponentTimesSackedYards	OpponentQuarterbackHits	OpponentTacklesForLoss	OpponentSafeties	OpponentPunts	OpponentPuntYards	OpponentPuntAverage	OpponentGiveaways	OpponentTakeaways	OpponentTurnoverDifferential	RedZonePercentage	GoalToGoPercentage	QuarterbackHitsDifferential	TacklesForLossDifferential	QuarterbackSacksDifferential	TacklesForLossPercentage	QuarterbackHitsPercentage	TimesSackedPercentage	OpponentRedZonePercentage	OpponentGoalToGoPercentage	OpponentQuarterbackHitsDifferential	OpponentTacklesForLossDifferential	OpponentQuarterbackSacksDifferential	OpponentTacklesForLossPercentage	OpponentQuarterbackHitsPercentage	OpponentTimesSackedPercentage	Kickoffs	KickoffsInEndZone	KickoffTouchbacks	PuntsHadBlocked	PuntNetAverage	ExtraPointKickingAttempts	ExtraPointKickingConversions	ExtraPointsHadBlocked	ExtraPointPassingAttempts	ExtraPointPassingConversions	ExtraPointRushingAttempts	ExtraPointRushingConversions	FieldGoalAttempts	FieldGoalsMade	FieldGoalsHadBlocked	PuntReturns	PuntReturnYards	KickReturns	KickReturnYards	InterceptionReturns	InterceptionReturnYards	OpponentKickoffs	OpponentKickoffsInEndZone	OpponentKickoffTouchbacks	OpponentPuntsHadBlocked	OpponentPuntNetAverage	OpponentExtraPointKickingAttempts	OpponentExtraPointKickingConversions	OpponentExtraPointsHadBlocked	OpponentExtraPointPassingAttempts	OpponentExtraPointPassingConversions	OpponentExtraPointRushingAttempts	OpponentExtraPointRushingConversions	OpponentFieldGoalAttempts	OpponentFieldGoalsMade	OpponentFieldGoalsHadBlocked	OpponentPuntReturns	OpponentPuntReturnYards	OpponentKickReturns	OpponentKickReturnYards	OpponentInterceptionReturns	OpponentInterceptionReturnYards	SoloTackles	AssistedTackles	Sacks	SackYards	PassesDefended	FumblesForced	FumblesRecovered	FumbleReturnYards	FumbleReturnTouchdowns	InterceptionReturnTouchdowns	BlockedKicks	PuntReturnTouchdowns	PuntReturnLong	KickReturnTouchdowns	KickReturnLong	BlockedKickReturnYards	BlockedKickReturnTouchdowns	FieldGoalReturnYards	FieldGoalReturnTouchdowns	PuntNetYards	OpponentSoloTackles	OpponentAssistedTackles	OpponentSacks	OpponentSackYards	OpponentPassesDefended	OpponentFumblesForced	OpponentFumblesRecovered	OpponentFumbleReturnYards	OpponentFumbleReturnTouchdowns	OpponentInterceptionReturnTouchdowns	OpponentBlockedKicks	OpponentPuntReturnTouchdowns	OpponentPuntReturnLong	OpponentKickReturnTouchdowns	OpponentKickReturnLong	OpponentBlockedKickReturnYards	OpponentBlockedKickReturnTouchdowns	OpponentFieldGoalReturnYards	OpponentFieldGoalReturnTouchdowns	OpponentPuntNetYards	TeamName	DayOfWeek	PassingDropbacks	OpponentPassingDropbacks	TwoPointConversionReturns	OpponentTwoPointConversionReturns
9/12/2016 10:20:00 PM	1	2016	1	LA	SF	AWAY	0	28	28	Levi's Stadium		66	56	17	43.0	-2.5	0	0	0	0	0	27	50	27:50	10	4	6	0	60	185	3.1	0	23	65	2.8	0	35	17	120	0	2	3.4	7.1	48.6	33.04	15	3	20.0	2	1	50.0	0	0	0	0	38	10	102	0	0	2	10	0	8	0	10	431	43.1	2	1	-1	7	7	0	14	0	32	10	32:10	28	11	10	7	77	320	4.2	4	42	150	3.6	3	35	22	170	1	0	4.9	7.7	62.9	84.23	17	8	47.1	2	1	50.0	4	4	4	4	16	2	10	2	1	0	0	0	4	0	7	319	45.6	1	2	1	0	0	0	4	-2	19.0	0	5.4	100	100	0	-4	2	17.4	0	0	1	1	1	0	42	0	0	0	0	0	0	0	0	0	0	4	38	2	59	0	0	5	5	3	0	40.1	4	4	0	0	0	0	0	0	0	0	2	11	0	0	2	5	62	5	0	0	4	2	1	0	0	0	0	0	28	0	32	0	0	0	0	420	42	11	2	10	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	281	Rams	Monday	37	35	0	0
9/12/2016 10:20:00 PM	1	2016	1	SF	LA	HOME	28	0	28	Levi's Stadium		66	56	17	43.0	2.5	7	7	0	14	0	32	10	32:10	28	11	10	7	77	320	4.2	4	42	150	3.6	3	35	22	170	1	0	4.9	7.7	62.9	84.23	17	8	47.1	2	1	50.0	4	4	4	4	16	2	10	2	1	0	0	0	4	0	7	319	45.6	1	2	1	0	0	0	0	0	27	50	27:50	10	4	6	0	60	185	3.1	0	23	65	2.8	0	35	17	120	0	2	3.4	7.1	48.6	33.04	15	3	20.0	2	1	50.0	0	0	0	0	38	10	102	0	0	2	10	0	8	0	10	431	43.1	2	1	-1	100	100	0	-4	2	17.4	0	0	0	0	0	4	-2	19.0	0	5.4	5	5	3	0	40.1	4	4	0	0	0	0	0	0	0	0	2	11	0	0	2	5	1	1	1	0	42	0	0	0	0	0	0	0	0	0	0	4	38	2	59	0	0	42	11	2	10	8	0	0	0	0	0	0	0	7	0	0	0	0	0	0	281	62	5	0	0	4	2	1	0	0	0	0	0	28	0	32	0	0	0	0	420	49ers	Monday	35	37	0	0
8/11/2016 7:00:00 PM	2	2016	1	ATL	WAS	HOME	23	17	40	Georgia Dome	Dome	70	50	0	37.0	-3.0	0	13	10	0	0	26	38	26:38	17	7	8	2	59	359	6.1	2	28	79	2.8	1	31	15	280	0	0	9.0	18.7	48.4	80.04	10	2	20.0	1	1	100	3	1	2	1	38	11	81	1	1	0	0	7	6	0	4	188	47	1	0	-1	3	0	7	7	0	33	22	33:22	14	5	8	1	58	234	4.0	2	24	79	3.3	1	31	22	155	1	0	5	7.0	71.0	92.81	15	5	33.3	2	1	50.0	2	2	1	1	13	14	123	1	0	3	26	2	7	0	7	376	53.7	0	1	1	33.3	50.0	5	-1	3	25.0	20.6	0	100	100	-5	1	-3	25.0	6.5	8.8	5	2	0	0	43.8	2	2	0	0	0	0	0	4	3	0	5	38	1	101	0	0	4	4	3	0	48.3	2	2	0	0	0	0	0	1	1	0	3	13	5	113	0	0	47	18	3	26	2	0	0	0	0	0	0	0	14	1	101	0	0	0	0	175	43	9	0	0	4	1	1	0	0	0	0	0	8	0	35	0	0	0	0	338	Falcons	Thursday	31	34	0	0
8/11/2016 7:00:00 PM	2	2016	1	WAS	ATL	AWAY	17	23	40	Georgia Dome	Dome	70	50	0	37.0	3.0	3	0	7	7	0	33	22	33:22	14	5	8	1	58	234	4.0	2	24	79	3.3	1	31	22	155	1	0	5	7.0	71.0	92.81	15	5	33.3	2	1	50.0	2	2	1	1	13	14	123	1	0	3	26	2	7	0	7	376	53.7	0	1	1	0	13	10	0	0	26	38	26:38	17	7	8	2	59	359	6.1	2	28	79	2.8	1	31	15	280	0	0	9.0	18.7	48.4	80.04	10	2	20.0	1	1	100	3	1	2	1	38	11	81	1	1	0	0	7	6	0	4	188	47	1	0	-1	100	100	-5	1	-3	25.0	6.5	8.8	33.3	50.0	5	-1	3	25.0	20.6	0	4	4	3	0	48.3	2	2	0	0	0	0	0	1	1	0	3	13	5	113	0	0	5	2	0	0	43.8	2	2	0	0	0	0	0	4	3	0	5	38	1	101	0	0	43	9	0	0	4	1	1	0	0	0	0	0	8	0	35	0	0	0	0	338	47	18	3	26	2	0	0	0	0	0	0	0	14	1	101	0	0	0	0	175	Redskins	Thursday	34	31	0	0
8/11/2016 7:00:00 PM	2	2016	1	TB	PHI	AWAY	9	17	26	Lincoln Financial Field	Grass	91	59	11	37.0	3.0	6	0	0	3	0	28	19	28:19	18	2	15	1	70	329	4.7	1	21	31	1.5	0	46	27	298	1	3	6.5	11.0	58.7	58.06	14	3	21.4	2	1	50.0	1	0	1	0	81	10	92	4	2	3	30	10	5	0	7	297	42.4	5	1	-4	14	0	0	3	0	31	41	31:41	12	7	2	3	67	187	2.8	2	27	92	3.4	2	36	18	95	0	1	2.6	5.3	50.0	44.68	17	5	29.4	1	0	0	3	2	2	2	30	11	70	2	0	4	19	5	6	0	10	474	47.4	1	5	4	0	0	5	-1	1	18.5	25.0	6.1	66.7	100	-5	1	-1	28.6	10.2	10.0	3	3	1	0	39.7	1	0	0	0	0	0	0	1	1	0	5	46	4	83	1	35	4	2	0	0	38.8	2	2	0	0	0	0	0	1	1	0	3	19	2	86	3	11	50	4	4	19	4	2	0	3	0	0	0	0	21	0	25	0	0	0	0	278	56	10	3	30	7	3	2	3	0	0	0	0	13	0	47	0	0	0	0	388	Buccaneers	Thursday	49	40	0	0
8/11/2016 7:00:00 PM	2	2016	1	PHI	TB	HOME	17	9	26	Lincoln Financial Field	Grass	91	59	11	37.0	-3.0	14	0	0	3	0	31	41	31:41	12	7	2	3	67	187	2.8	2	27	92	3.4	2	36	18	95	0	1	2.6	5.3	50.0	44.68	17	5	29.4	1	0	0	3	2	2	2	30	11	70	2	0	4	19	5	6	0	10	474	47.4	1	5	4	6	0	0	3	0	28	19	28:19	18	2	15	1	70	329	4.7	1	21	31	1.5	0	46	27	298	1	3	6.5	11.0	58.7	58.06	14	3	21.4	2	1	50.0	1	0	1	0	81	10	92	4	2	3	30	10	5	0	7	297	42.4	5	1	-4	66.7	100	-5	1	-1	28.6	10.2	10.0	0	0	5	-1	1	18.5	25.0	6.1	4	2	0	0	38.8	2	2	0	0	0	0	0	1	1	0	3	19	2	86	3	11	3	3	1	0	39.7	1	0	0	0	0	0	0	1	1	0	5	46	4	83	1	35	56	10	3	30	7	3	2	3	0	0	0	0	13	0	47	0	0	0	0	388	50	4	4	19	4	2	0	3	0	0	0	0	21	0	25	0	0	0	0	278	Eagles	Thursday	40	49	0	0
8/11/2016 7:30:00 PM	2	2016	1	NO	NE	AWAY	22	34	56	Gillette Stadium	Grass	84	71	9	38.0	3.5	8	8	0	6	0	34	0	34:0	26	8	14	4	76	369	4.9	3	30	78	2.6	2	44	29	291	1	2	6.6	10.0	65.9	73.20	13	6	46.2	0	0	0	4	3	4	3	109	9	93	4	2	2	22	7	5	0	5	221	44.2	4	0	-4	8	9	7	10	0	26	0	26:0	18	7	10	1	63	362	5.7	4	30	151	5.0	2	31	18	211	0	0	6.8	11.7	58.1	78.83	14	3	21.4	2	1	50.0	3	1	1	1	57	7	79	0	0	2	20	4	2	0	7	317	45.3	0	4	4	75.0	75.0	3	3	0	16.7	21.2	4.3	33.3	100	-3	-3	0	6.7	8.7	6.1	4	4	1	0	41.4	0	0	0	1	0	2	2	1	0	0	7	109	3	69	0	0	7	7	4	0	29.7	2	2	0	0	0	2	1	2	2	0	2	14	3	61	2	43	35	34	2	20	5	0	0	97	0	0	0	0	48	0	30	0	0	0	0	207	48	36	2	22	5	4	2	59	3	1	0	0	12	0	22	0	0	0	0	208	Saints	Thursday	46	33	0	0
8/11/2016 7:30:00 PM	2	2016	1	NE	NO	HOME	34	22	56	Gillette Stadium	Grass	84	71	9	38.0	-3.5	8	9	7	10	0	26	0	26:0	18	7	10	1	63	362	5.7	4	30	151	5.0	2	31	18	211	0	0	6.8	11.7	58.1	78.83	14	3	21.4	2	1	50.0	3	1	1	1	57	7	79	0	0	2	20	4	2	0	7	317	45.3	0	4	4	8	8	0	6	0	34	0	34:0	26	8	14	4	76	369	4.9	3	30	78	2.6	2	44	29	291	1	2	6.6	10.0	65.9	73.20	13	6	46.2	0	0	0	4	3	4	3	109	9	93	4	2	2	22	7	5	0	5	221	44.2	4	0	-4	33.3	100	-3	-3	0	6.7	8.7	6.1	75.0	75.0	3	3	0	16.7	21.2	4.3	7	7	4	0	29.7	2	2	0	0	0	2	1	2	2	0	2	14	3	61	2	43	4	4	1	0	41.4	0	0	0	1	0	2	2	1	0	0	7	109	3	69	0	0	48	36	2	22	5	4	2	59	3	1	0	0	12	0	22	0	0	0	0	208	35	34	2	20	5	0	0	97	0	0	0	0	48	0	30	0	0	0	0	207	Patriots	Thursday	33	46	0	0
8/11/2016 7:30:00 PM	2	2016	1	CAR	BAL	AWAY	19	22	41	M&T Bank Stadium	Artificial	94	45	12	36.5	-1.0	10	3	3	3	0	31	10	31:10	19	6	11	2	69	282	4.1	1	30	81	2.7	0	36	21	201	1	0	5.6	9.6	58.3	83.22	16	7	43.8	3	2	66.7	6	1	3	1	83	9	80	2	2	3	17	3	3	0	3	103	34.3	2	3	1	0	14	8	0	0	28	50	28:50	21	10	10	1	63	288	4.6	3	34	115	3.4	2	28	20	173	1	1	6.2	8.6	71.4	84.38	14	7	50.0	1	1	100	4	3	3	2	0	3	30	2	2	1	8	8	4	0	3	143	47.7	3	2	-1	16.7	33.3	-5	-1	-2	8.8	10.3	7.7	75.0	66.7	5	1	2	13.3	20.5	3.4	5	4	2	0	34.3	1	1	0	0	0	0	0	4	4	0	3	9	3	95	1	74	4	4	1	0	44.7	2	2	0	1	1	0	0	1	0	0	1	0	3	74	0	0	47	8	1	8	3	1	2	0	0	0	0	0	9	0	48	0	0	0	0	103	49	20	3	17	6	2	2	0	0	0	0	0	0	0	26	0	0	0	0	134	Panthers	Thursday	39	29	0	0
8/11/2016 7:30:00 PM	2	2016	1	BAL	CAR	HOME	22	19	41	M&T Bank Stadium	Artificial	94	45	12	36.5	1.0	0	14	8	0	0	28	50	28:50	21	10	10	1	63	288	4.6	3	34	115	3.4	2	28	20	173	1	1	6.2	8.6	71.4	84.38	14	7	50.0	1	1	100	4	3	3	2	0	3	30	2	2	1	8	8	4	0	3	143	47.7	3	2	-1	10	3	3	3	0	31	10	31:10	19	6	11	2	69	282	4.1	1	30	81	2.7	0	36	21	201	1	0	5.6	9.6	58.3	83.22	16	7	43.8	3	2	66.7	6	1	3	1	83	9	80	2	2	3	17	3	3	0	3	103	34.3	2	3	1	75.0	66.7	5	1	2	13.3	20.5	3.4	16.7	33.3	-5	-1	-2	8.8	10.3	7.7	4	4	1	0	44.7	2	2	0	1	1	0	0	1	0	0	1	0	3	74	0	0	5	4	2	0	34.3	1	1	0	0	0	0	0	4	4	0	3	9	3	95	1	74	49	20	3	17	6	2	2	0	0	0	0	0	0	0	26	0	0	0	0	134	47	8	1	8	3	1	2	0	0	0	0	0	9	0	48	0	0	0	0	103	Ravens	Thursday	29	39	0	0
8/11/2016 7:30:00 PM	2	2016	1	JAX	NYJ	AWAY	13	17	30	MetLife Stadium	Artificial	94	48	15	36.5	3.0	10	3	0	0	0	33	49	33:49	18	5	13	0	63	415	6.6	1	25	96	3.8	1	35	24	319	0	1	9.1	13.3	68.6	85.30	11	1	9.1	1	1	100	4	1	2	1	4	12	132	0	0	3	18	6	4	0	7	301	43	1	0	-1	0	14	3	0	0	26	11	26:11	16	3	11	2	55	284	5.2	2	20	56	2.8	1	32	18	228	1	0	7.1	12.7	56.2	89.06	12	2	16.7	0	0	0	4	2	2	1	44	2	20	1	0	3	16	5	5	0	6	253	42.2	0	1	1	25.0	50.0	1	-1	0	20.0	17.1	7.9	50.0	50.0	-1	1	0	20.0	13.2	8.6	4	4	2	0	39.6	1	1	0	0	0	0	0	2	2	0	2	4	1	23	0	0	4	3	3	0	41.5	2	2	0	0	0	0	0	3	1	0	3	4	2	135	1	40	41	2	3	16	3	0	0	0	0	0	0	0	5	0	23	0	0	0	0	277	42	20	3	18	7	0	0	0	0	0	0	0	4	0	84	0	0	0	0	249	Jaguars	Thursday	38	35	0	0
8/11/2016 7:30:00 PM	2	2016	1	NYJ	JAX	HOME	17	13	30	MetLife Stadium	Artificial	94	48	15	36.5	-3.0	0	14	3	0	0	26	11	26:11	16	3	11	2	55	284	5.2	2	20	56	2.8	1	32	18	228	1	0	7.1	12.7	56.2	89.06	12	2	16.7	0	0	0	4	2	2	1	44	2	20	1	0	3	16	5	5	0	6	253	42.2	0	1	1	10	3	0	0	0	33	49	33:49	18	5	13	0	63	415	6.6	1	25	96	3.8	1	35	24	319	0	1	9.1	13.3	68.6	85.30	11	1	9.1	1	1	100	4	1	2	1	4	12	132	0	0	3	18	6	4	0	7	301	43	1	0	-1	50.0	50.0	-1	1	0	20.0	13.2	8.6	25.0	50.0	1	-1	0	20.0	17.1	7.9	4	3	3	0	41.5	2	2	0	0	0	0	0	3	1	0	3	4	2	135	1	40	4	4	2	0	39.6	1	1	0	0	0	0	0	2	2	0	2	4	1	23	0	0	42	20	3	18	7	0	0	0	0	0	0	0	4	0	84	0	0	0	0	249	41	2	3	16	3	0	0	0	0	0	0	0	5	0	23	0	0	0	0	277	Jets	Thursday	35	38	0	0
8/11/2016 8:00:00 PM	2	2016	1	DEN	CHI	AWAY	22	0	22	Soldier Field	Grass	88	59	10	35.5	1.0	7	13	2	0	0	36	5	36:5	18	5	12	1	63	344	5.5	2	28	90	3.2	0	32	23	254	1	1	7.9	11.0	71.9	92.45	14	6	42.9	0	0	0	2	0	0	0	68	8	75	0	0	3	7	11	7	1	5	220	44	1	1	0	0	0	0	0	0	23	55	23:55	8	3	5	0	50	130	2.6	0	17	48	2.8	0	26	16	82	0	1	3.2	5.1	61.5	50.48	14	3	21.4	1	0	0	0	0	0	0	0	5	55	1	0	7	64	4	6	0	9	384	42.7	1	1	0	0	0	7	1	4	41.2	33.3	8.6	0	0	-7	-1	-4	21.4	11.4	21.2	5	4	2	0	44	2	2	0	0	0	0	0	4	2	1	5	59	2	49	1	9	2	1	0	1	33.9	0	0	0	0	0	0	0	0	0	0	3	0	3	59	1	0	45	8	7	64	3	3	0	0	0	0	1	0	16	0	26	0	1	0	0	220	49	16	3	7	4	0	0	0	0	0	1	0	0	0	21	10	0	0	0	305	Broncos	Thursday	35	33	0	0
8/11/2016 8:00:00 PM	2	2016	1	CHI	DEN	HOME	0	22	22	Soldier Field	Grass	88	59	10	35.5	-1.0	0	0	0	0	0	23	55	23:55	8	3	5	0	50	130	2.6	0	17	48	2.8	0	26	16	82	0	1	3.2	5.1	61.5	50.48	14	3	21.4	1	0	0	0	0	0	0	0	5	55	1	0	7	64	4	6	0	9	384	42.7	1	1	0	7	13	2	0	0	36	5	36:5	18	5	12	1	63	344	5.5	2	28	90	3.2	0	32	23	254	1	1	7.9	11.0	71.9	92.45	14	6	42.9	0	0	0	2	0	0	0	68	8	75	0	0	3	7	11	7	1	5	220	44	1	1	0	0	0	-7	-1	-4	21.4	11.4	21.2	0	0	7	1	4	41.2	33.3	8.6	2	1	0	1	33.9	0	0	0	0	0	0	0	0	0	0	3	0	3	59	1	0	5	4	2	0	44	2	2	0	0	0	0	0	4	2	1	5	59	2	49	1	9	49	16	3	7	4	0	0	0	0	0	1	0	0	0	21	10	0	0	0	305	45	8	7	64	3	3	0	0	0	0	1	0	16	0	26	0	1	0	0	220	Bears	Thursday	33	35	0	0
8/12/2016 7:00:00 PM	2	2016	1	DET	PIT	AWAY	30	17	47	Heinz Field	Grass	82	71	3	35.5	3.0	0	13	3	14	0	34	2	34:2	20	3	16	1	70	379	5.4	3	27	95	3.5	0	42	28	284	2	1	6.8	10.1	66.7	91.77	19	12	63.2	0	0	0	3	0	0	0	51	8	82	5	1	1	10	4	5	0	3	141	47	2	1	-1	0	14	0	3	0	25	58	25:58	10	5	4	1	50	187	3.7	2	20	85	4.2	0	26	15	102	1	0	3.9	6.8	57.7	79.33	12	2	16.7	0	0	0	1	0	0	0	39	9	72	3	1	4	25	4	2	0	7	365	52.1	1	2	1	0	0	0	3	3	25.0	13.3	2.3	0	0	0	-3	-3	7.4	9.3	13.3	7	7	5	0	47	2	1	0	1	1	0	0	3	3	0	6	51	4	155	0	0	4	2	0	0	44.9	2	2	0	0	0	0	0	1	1	0	1	0	2	48	1	39	40	13	4	25	3	5	1	10	0	0	0	0	23	1	96	0	0	0	0	141	56	22	1	10	5	3	1	0	0	1	0	0	0	0	25	0	0	0	0	314	Lions	Friday	43	30	0	0
8/12/2016 7:00:00 PM	2	2016	1	PIT	DET	HOME	17	30	47	Heinz Field	Grass	82	71	3	35.5	-3.0	0	14	0	3	0	25	58	25:58	10	5	4	1	50	187	3.7	2	20	85	4.2	0	26	15	102	1	0	3.9	6.8	57.7	79.33	12	2	16.7	0	0	0	1	0	0	0	39	9	72	3	1	4	25	4	2	0	7	365	52.1	1	2	1	0	13	3	14	0	34	2	34:2	20	3	16	1	70	379	5.4	3	27	95	3.5	0	42	28	284	2	1	6.8	10.1	66.7	91.77	19	12	63.2	0	0	0	3	0	0	0	51	8	82	5	1	1	10	4	5	0	3	141	47	2	1	-1	0	0	0	-3	-3	7.4	9.3	13.3	0	0	0	3	3	25.0	13.3	2.3	4	2	0	0	44.9	2	2	0	0	0	0	0	1	1	0	1	0	2	48	1	39	7	7	5	0	47	2	1	0	1	1	0	0	3	3	0	6	51	4	155	0	0	56	22	1	10	5	3	1	0	0	1	0	0	0	0	25	0	0	0	0	314	40	13	4	25	3	5	1	10	0	0	0	0	23	1	96	0	0	0	0	141	Steelers	Friday	30	43	0	0
8/12/2016 7:00:00 PM	2	2016	1	MIA	NYG	AWAY	27	10	37	MetLife Stadium	Artificial	76	85	5	36.5	2.5	0	17	3	7	0	32	53	32:53	14	5	9	0	65	296	4.6	3	32	104	3.2	1	29	20	192	2	1	6.6	9.6	69.0	95.76	16	6	37.5	1	1	100	3	2	1	1	82	9	61	2	0	4	20	4	5	0	7	304	43.4	1	4	3	10	0	0	0	0	27	7	27:7	13	6	4	3	54	227	4.2	1	32	158	4.9	1	18	9	69	0	2	3.8	7.7	50.0	20.14	12	2	16.7	0	0	0	2	1	2	1	51	7	56	6	2	4	18	8	11	0	7	334	47.7	4	1	-3	66.7	100	-4	-6	0	15.6	18.2	12.1	50.0	50.0	4	6	0	34.4	24.2	18.2	6	5	3	0	38.9	3	3	0	0	0	0	0	2	2	0	5	70	3	61	2	12	3	2	0	0	37.7	1	1	0	0	0	0	0	1	1	0	4	32	3	57	1	19	53	23	4	18	6	2	2	48	0	0	0	0	28	0	27	0	0	0	0	272	63	31	4	20	3	1	0	10	0	0	0	0	15	0	27	0	0	0	0	264	Dolphins	Friday	33	22	0	0
8/12/2016 7:00:00 PM	2	2016	1	NYG	MIA	HOME	10	27	37	MetLife Stadium	Artificial	76	85	5	36.5	-2.5	10	0	0	0	0	27	7	27:7	13	6	4	3	54	227	4.2	1	32	158	4.9	1	18	9	69	0	2	3.8	7.7	50.0	20.14	12	2	16.7	0	0	0	2	1	2	1	51	7	56	6	2	4	18	8	11	0	7	334	47.7	4	1	-3	0	17	3	7	0	32	53	32:53	14	5	9	0	65	296	4.6	3	32	104	3.2	1	29	20	192	2	1	6.6	9.6	69.0	95.76	16	6	37.5	1	1	100	3	2	1	1	82	9	61	2	0	4	20	4	5	0	7	304	43.4	1	4	3	50.0	50.0	4	6	0	34.4	24.2	18.2	66.7	100	-4	-6	0	15.6	18.2	12.1	3	2	0	0	37.7	1	1	0	0	0	0	0	1	1	0	4	32	3	57	1	19	6	5	3	0	38.9	3	3	0	0	0	0	0	2	2	0	5	70	3	61	2	12	63	31	4	20	3	1	0	10	0	0	0	0	15	0	27	0	0	0	0	264	53	23	4	18	6	2	2	48	0	0	0	0	28	0	27	0	0	0	0	272	Giants	Friday	22	33	0	0
8/12/2016 7:30:00 PM	2	2016	1	MIN	CIN	AWAY	17	16	33	Paul Brown Stadium	Artificial	86	69	8	35.0	0.0	0	10	7	0	0	28	31	28:31	16	1	14	1	53	274	5.2	2	25	56	2.2	1	27	20	218	1	1	8.1	10.9	74.1	94.37	12	5	41.7	1	1	100	1	1	1	1	13	5	37	0	0	1	2	7	5	0	6	282	47	1	2	1	0	7	0	9	0	31	29	31:29	19	7	11	1	66	339	5.1	2	28	90	3.2	0	36	21	249	1	2	6.9	11.9	58.3	65.63	15	8	53.3	2	0	0	3	1	2	1	98	5	42	0	0	2	18	3	4	0	3	133	44.3	2	1	-1	100	100	4	1	1	17.9	18.4	3.6	33.3	50.0	-4	-1	-1	16.0	10.7	5.3	3	1	0	0	31.2	2	2	0	0	0	0	0	1	1	0	2	12	2	55	2	1	4	3	2	0	33.7	1	1	0	1	0	0	0	2	1	0	3	95	3	64	1	3	46	20	2	18	8	0	0	0	0	0	0	0	10	0	33	0	0	0	0	187	36	25	1	2	1	0	0	0	0	0	0	1	80	0	30	0	0	0	0	101	Vikings	Friday	28	38	0	0
8/12/2016 7:30:00 PM	2	2016	1	CIN	MIN	HOME	16	17	33	Paul Brown Stadium	Artificial	86	69	8	35.0	0.0	0	7	0	9	0	31	29	31:29	19	7	11	1	66	339	5.1	2	28	90	3.2	0	36	21	249	1	2	6.9	11.9	58.3	65.63	15	8	53.3	2	0	0	3	1	2	1	98	5	42	0	0	2	18	3	4	0	3	133	44.3	2	1	-1	0	10	7	0	0	28	31	28:31	16	1	14	1	53	274	5.2	2	25	56	2.2	1	27	20	218	1	1	8.1	10.9	74.1	94.37	12	5	41.7	1	1	100	1	1	1	1	13	5	37	0	0	1	2	7	5	0	6	282	47	1	2	1	33.3	50.0	-4	-1	-1	16.0	10.7	5.3	100	100	4	1	1	17.9	18.4	3.6	4	3	2	0	33.7	1	1	0	1	0	0	0	2	1	0	3	95	3	64	1	3	3	1	0	0	31.2	2	2	0	0	0	0	0	1	1	0	2	12	2	55	2	1	36	25	1	2	1	0	0	0	0	0	0	1	80	0	30	0	0	0	0	101	46	20	2	18	8	0	0	0	0	0	0	0	10	0	33	0	0	0	0	187	Bengals	Friday	38	28	0	0
